"","method","TP","TN","FP","FN","f1","matthews","class-wise","auc","observed_over_baseline","best_model"
"1","KNN.bc","3","1","1","1","0.75","0.583333333333333",NA,NA,NA,"k: 1"
"2","KNN.bc","3","1","3","1","0.6","0.25",NA,NA,NA,"k: 1"
"3","KNN.bc","2","2","1","2","0.571428571428572","0.356348322549899",NA,NA,NA,"k: 1"
"4","KNN.bc","1","3","1","3","0.333333333333333","0.102062072615966",NA,NA,NA,"k: 1"
"5","KNN.bc","2","1","2","1","0.571428571428572","0.316227766016838",NA,NA,NA,"k: 1"
"6","KNN.bc","2","1","1","1","0.666666666666667","0.5",NA,NA,NA,"k: 2"
"7","KNN.bc","1","2","0","2","0.5","0.487950036474267",NA,NA,NA,"k: 1"
"8","KNN.bc","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"9","KNN.bc","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"10","KNN.bc","2","1","1","1","0.666666666666667","0.466666666666667",NA,NA,NA,"k: 1"
"11","KNN.bc","3","1","1","1","0.75","0.583333333333333",NA,NA,NA,"k: 1"
"12","KNN.bc","3","1","3","1","0.6","0.25",NA,NA,NA,"k: 1"
"13","KNN.bc","2","2","1","2","0.571428571428572","0.356348322549899",NA,NA,NA,"k: 1"
"14","KNN.bc","1","3","1","3","0.333333333333333","0.102062072615966",NA,NA,NA,"k: 1"
"15","KNN.bc","2","1","2","1","0.571428571428572","0.316227766016838",NA,NA,NA,"k: 1"
"16","KNN.bc","3","0","0","0","1","1",NA,NA,NA,"k: 1"
"17","KNN.bc","3","0","5","0","0.545454545454545","NaN",NA,NA,NA,"k: 4"
"18","KNN.bc","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"19","KNN.bc","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"20","KNN.bc","2","1","1","1","0.666666666666667","0.466666666666667",NA,NA,NA,"k: 1"
"21","KNN.l2","1","3","0","3","0.4","0.408248290463863",NA,NA,NA,"k: 1"
"22","KNN.l2","3","1","2","1","0.666666666666667","0.408248290463863",NA,NA,NA,"k: 1"
"23","KNN.l2","3","1","0","1","0.857142857142857","0.801783725737273",NA,NA,NA,"k: 1"
"24","KNN.l2","4","0","6","0","0.571428571428572","NaN",NA,NA,NA,"k: 1"
"25","KNN.l2","3","0","1","0","0.857142857142857","0.790569415042095",NA,NA,NA,"k: 1"
"26","KNN.l2","2","1","0","1","0.8","0.755928946018454",NA,NA,NA,"k: 1"
"27","KNN.l2","1","2","0","2","0.5","0.487950036474267",NA,NA,NA,"k: 1"
"28","KNN.l2","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"29","KNN.l2","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"30","KNN.l2","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
"31","KNN.l2","1","3","0","3","0.4","0.408248290463863",NA,NA,NA,"k: 1"
"32","KNN.l2","3","1","2","1","0.666666666666667","0.408248290463863",NA,NA,NA,"k: 1"
"33","KNN.l2","3","1","0","1","0.857142857142857","0.801783725737273",NA,NA,NA,"k: 1"
"34","KNN.l2","4","0","6","0","0.571428571428572","NaN",NA,NA,NA,"k: 1"
"35","KNN.l2","3","0","1","0","0.857142857142857","0.790569415042095",NA,NA,NA,"k: 1"
"36","KNN.l2","2","1","0","1","0.8","0.755928946018454",NA,NA,NA,"k: 1"
"37","KNN.l2","1","2","0","2","0.5","0.487950036474267",NA,NA,NA,"k: 1"
"38","KNN.l2","2","1","0","1","0.8","0.74535599249993",NA,NA,NA,"k: 1"
