"","method","TP","TN","FP","FN","f1","matthews","class-wise","auc","observed_over_baseline","best_model"
"1","KNN.bc","5","4","1","4","0.666666666666667","0.489345163926946",NA,NA,NA,"k: 16"
"2","KNN.bc","4","5","2","5","0.533333333333333","0.262575453814459",NA,NA,NA,"k: 17"
"3","KNN.bc","0","9","3","9","NaN","-0.410791918128875",NA,NA,NA,"k: 12"
"4","KNN.bc","5","4","1","4","0.666666666666667","0.489345163926946",NA,NA,NA,"k: 13"
"5","KNN.bc","3","6","1","6","0.461538461538462","0.285773803324704",NA,NA,NA,"k: 20"
"6","KNN.bc","5","4","2","4","0.625","0.341881729378914",NA,NA,NA,"k: 14"
"7","KNN.bc","5","4","3","4","0.588235294117647","0.223606797749979",NA,NA,NA,"k: 17"
"8","KNN.bc","4","5","3","5","0.5","0.113960576459638",NA,NA,NA,"k: 14"
"9","KNN.bc","5","4","0","4","0.714285714285714","0.620173672946042",NA,NA,NA,"k: 20"
"10","KNN.bc","4","5","0","5","0.615384615384615","0.534522483824849",NA,NA,NA,"k: 20"
"11","KNN.bc","4","5","3","5","0.5","0.149514204524177",NA,NA,NA,"k: 19"
"12","KNN.bc","4","5","3","5","0.5","0.149514204524177",NA,NA,NA,"k: 15"
"13","KNN.bc","0","9","1","9","NaN","-0.223606797749979",NA,NA,NA,"k: 20"
"14","KNN.bc","5","4","1","4","0.666666666666667","0.489345163926946",NA,NA,NA,"k: 13"
"15","KNN.bc","4","5","1","5","0.571428571428571","0.390563288776202",NA,NA,NA,"k: 19"
"16","KNN.bc","5","4","4","4","0.555555555555556","0.111111111111111",NA,NA,NA,"k: 16"
"17","KNN.bc","5","4","2","4","0.625","0.341881729378914",NA,NA,NA,"k: 20"
"18","KNN.bc","4","5","4","5","0.470588235294118","0",NA,NA,NA,"k: 14"
"19","KNN.bc","5","4","0","4","0.714285714285714","0.620173672946042",NA,NA,NA,"k: 20"
"20","KNN.bc","4","5","0","5","0.615384615384615","0.534522483824849",NA,NA,NA,"k: 13"
"21","KNN.l2","8","1","5","1","0.727272727272727","0.417733676523003",NA,NA,NA,"k: 11"
"22","KNN.l2","5","4","4","4","0.555555555555556","0.155555555555556",NA,NA,NA,"k: 11"
"23","KNN.l2","6","3","1","3","0.75","0.586555725441001",NA,NA,NA,"k: 15"
"24","KNN.l2","8","1","4","1","0.761904761904762","0.50604807685106",NA,NA,NA,"k: 14"
"25","KNN.l2","7","2","6","2","0.636363636363636","0.190963966410515",NA,NA,NA,"k: 20"
"26","KNN.l2","5","4","3","4","0.588235294117647","0.223606797749979",NA,NA,NA,"k: 9"
"27","KNN.l2","6","3","4","3","0.631578947368421","0.223606797749979",NA,NA,NA,"k: 13"
"28","KNN.l2","7","2","3","2","0.736842105263158","0.447213595499958",NA,NA,NA,"k: 12"
"29","KNN.l2","8","1","3","1","0.8","0.56980288229819",NA,NA,NA,"k: 14"
"30","KNN.l2","6","3","1","3","0.75","0.56980288229819",NA,NA,NA,"k: 12"
"31","KNN.l2","8","1","5","1","0.727272727272727","0.417733676523003",NA,NA,NA,"k: 13"
"32","KNN.l2","5","4","4","4","0.555555555555556","0.155555555555556",NA,NA,NA,"k: 11"
"33","KNN.l2","6","3","3","3","0.666666666666667","0.366666666666667",NA,NA,NA,"k: 10"
"34","KNN.l2","8","1","4","1","0.761904761904762","0.50604807685106",NA,NA,NA,"k: 11"
"35","KNN.l2","6","3","6","3","0.571428571428572","0.0690065559342354",NA,NA,NA,"k: 11"
