"","method","TP","TN","FP","FN","f1","matthews","class-wise","auc","observed_over_baseline","best_model"
"1","KNN.bc","59","33","20","33","0.690058479532164","0.301303659746681",NA,NA,NA,"k: 1"
"2","KNN.bc","65","27","21","27","0.730337078651685","0.351588257462024",NA,NA,NA,"k: 1"
"3","KNN.bc","70","21","23","21","0.760869565217391","0.388251143218646",NA,NA,NA,"k: 1"
"4","KNN.bc","71","20","19","20","0.784530386740332","0.462284840003906",NA,NA,NA,"k: 1"
"5","KNN.bc","71","20","16","20","0.797752808988764","0.508548145163073",NA,NA,NA,"k: 1"
"6","KNN.bc","72","19","14","19","0.813559322033898","0.551350374250171",NA,NA,NA,"k: 1"
"7","KNN.bc","70","21","25","21","0.752688172043011","0.357172979257965",NA,NA,NA,"k: 1"
"8","KNN.bc","63","28","26","28","0.7","0.257609716713668",NA,NA,NA,"k: 1"
"9","KNN.bc","71","20","17","20","0.793296089385475","0.493107787888935",NA,NA,NA,"k: 1"
"10","KNN.bc","70","21","22","21","0.765027322404372","0.397573117444164",NA,NA,NA,"k: 1"
"11","KNN.l2","61","31","25","31","0.685393258426966","0.242967494994082",NA,NA,NA,"k: 1"
"12","KNN.l2","71","21","24","21","0.759358288770054","0.375325945302735",NA,NA,NA,"k: 1"
"13","KNN.l2","61","30","24","30","0.693181818181818","0.266691150861253",NA,NA,NA,"k: 1"
"14","KNN.l2","70","21","26","21","0.748663101604278","0.341574977747881",NA,NA,NA,"k: 1"
"15","KNN.l2","74","17","25","17","0.778947368421053","0.408359167922603",NA,NA,NA,"k: 1"
"16","KNN.l2","74","17","19","17","0.804347826086957","0.499548575826174",NA,NA,NA,"k: 1"
"17","KNN.l2","72","19","18","19","0.795580110497237","0.489864852189046",NA,NA,NA,"k: 1"
"18","KNN.l2","66","25","28","25","0.713513513513514","0.261058008551309",NA,NA,NA,"k: 1"
"19","KNN.l2","69","22","20","22","0.766666666666667","0.422669407903613",NA,NA,NA,"k: 1"
"20","KNN.l2","71","20","22","20","0.771739130434782","0.409942720546213",NA,NA,NA,"k: 1"
"21","KNN.pc.uni.10","52","40","28","40","0.604651162790698","0.0964757401526582",NA,NA,NA,"k: 1"
"22","KNN.pc.uni.10","66","26","21","26","0.737430167597765","0.362979507601367",NA,NA,NA,"k: 1"
"23","KNN.pc.uni.10","55","36","30","36","0.625","0.102990485088695",NA,NA,NA,"k: 1"
"24","KNN.pc.uni.10","65","26","26","26","0.714285714285714","0.280952380952381",NA,NA,NA,"k: 1"
"25","KNN.pc.uni.10","66","25","26","25","0.721311475409836","0.2928006767782",NA,NA,NA,"k: 1"
"26","KNN.pc.uni.10","68","23","38","23","0.690355329949239","0.121880681468713",NA,NA,NA,"k: 1"
"27","KNN.pc.uni.10","64","27","29","27","0.695652173913044","0.221304994307353",NA,NA,NA,"k: 1"
"28","KNN.pc.uni.10","65","26","29","26","0.702702702702703","0.233140331999434",NA,NA,NA,"k: 1"
"29","KNN.pc.uni.10","68","23","35","23","0.701030927835051","0.172261205816938",NA,NA,NA,"k: 1"
"30","KNN.pc.uni.10","68","23","26","23","0.735135135135135","0.309617278264215",NA,NA,NA,"k: 1"
"31","KNN.pc.uni.12","61","31","31","31","0.66304347826087","0.146376811594203",NA,NA,NA,"k: 1"
"32","KNN.pc.uni.12","67","25","21","25","0.744444444444444","0.374480865962911",NA,NA,NA,"k: 1"
"33","KNN.pc.uni.12","62","29","31","29","0.673913043478261","0.165656278003589",NA,NA,NA,"k: 1"
"34","KNN.pc.uni.12","65","26","25","26","0.718232044198895","0.296804766893065",NA,NA,NA,"k: 1"
