"","method","TP","TN","FP","FN","f1","matthews","class-wise","auc","observed_over_baseline","best_model"
"1","KNN.bc","0","2","0","2","NaN","NaN",NA,NA,NA,"k: 19"
"2","KNN.bc","1","0","1","0","0.666666666666667","0.5",NA,NA,NA,"k: 8"
"3","KNN.bc","1","0","1","0","0.666666666666667","0.5",NA,NA,NA,"k: 10"
"4","KNN.bc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 20"
"5","KNN.bc","0","1","1","1","NaN","-0.5",NA,NA,NA,"k: 2"
"6","KNN.bc","0","1","1","1","NaN","-0.5",NA,NA,NA,"k: 20"
"7","KNN.bc","0","1","2","1","NaN","-1",NA,NA,NA,"k: 14"
"8","KNN.bc","0","1","1","1","NaN","-1",NA,NA,NA,"k: 20"
"9","KNN.bc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 20"
"10","KNN.bc","1","0","1","0","0.666666666666667","NaN",NA,NA,NA,"k: 10"
"11","KNN.euc","0","2","1","2","NaN","-0.577350269189626",NA,NA,NA,"k: 3"
"12","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 3"
"13","KNN.euc","0","1","1","1","NaN","-0.5",NA,NA,NA,"k: 4"
"14","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 3"
"15","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 7"
"16","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 2"
"17","KNN.euc","0","1","2","1","NaN","-1",NA,NA,NA,"k: 1"
"18","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 5"
"19","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 3"
"20","KNN.euc","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 4"
"21","KNN.pc.uni","1","1","0","1","0.666666666666667","0.577350269189626",NA,NA,NA,"k: 9 pc.k: "
"22","KNN.pc.uni","1","0","0","0","1","1",NA,NA,NA,"k: 13 pc.k: "
"23","KNN.pc.uni","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 14 pc.k: "
"24","KNN.pc.uni","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 4 pc.k: "
"25","KNN.pc.uni","1","0","0","0","1","1",NA,NA,NA,"k: 20 pc.k: "
"26","KNN.pc.uni","0","1","0","1","NaN","NaN",NA,NA,NA,"k: 18 pc.k: "
"27","KNN.pc.uni","1","0","0","0","1","1",NA,NA,NA,"k: 15 pc.k: "
"28","KNN.pc.uni","1","0","0","0","1","1",NA,NA,NA,"k: 15 pc.k: "
